speed,steeringAngle
14.88,9.80
14.91,2.80
14.92,2.00
14.95,1.50
14.96,1.30
14.97,1.20
14.97,1.30
15.13,1.80
15.15,1.90
15.16,2.00
15.17,1.90
15.17,1.80
15.16,1.40
15.21,0.30
15.19,0.20
15.19,0.00
15.20,-0.30
15.20,-0.50
15.20,-0.80
15.13,-2.90
15.11,-3.10
15.11,-3.20
15.11,-3.40
15.12,-3.50
15.13,-3.50
15.02,-8.20
15.02,-8.90
15.01,-9.70
14.99,-10.50
14.97,-11.30
14.96,-12.00
14.73,-10.90
14.73,-10.30
14.71,-9.70
14.70,-9.10
14.67,-8.50
14.39,-5.00
14.36,-5.00
14.31,-5.10
14.27,-5.10
14.24,-5.20
14.20,-5.30
13.76,-6.90
13.72,-7.30
13.69,-7.80
13.66,-8.30
13.62,-9.00
13.59,-9.80
13.21,-13.60
13.18,-13.30
13.15,-13.00
13.12,-12.70
13.08,-12.40
13.05,-12.20
12.48,-13.50
12.45,-13.50
12.42,-13.50
12.37,-13.40
12.33,-13.20
12.28,-13.00
11.74,-13.20
11.68,-13.10
11.64,-13.00
11.61,-12.80
11.55,-12.80
11.49,-12.70
10.94,-13.10
10.89,-13.20
10.86,-13.30
10.82,-13.50
10.76,-13.80
10.73,-14.10
10.30,-23.70
10.25,-25.70
10.21,-27.70
10.16,-29.80
10.12,-31.80
10.07,-33.90
9.44,-49.20
9.40,-49.90
9.36,-50.90
9.32,-52.00
9.28,-53.40
8.80,-58.60
8.77,-58.70
8.75,-58.70
8.72,-58.80
8.70,-58.90
8.68,-59.20
8.49,-80.20
8.48,-82.70
8.45,-85.20
8.45,-87.60
8.44,-90.10
8.18,-104.70
8.14,-105.00
8.12,-105.40
8.10,-105.70
8.08,-106.20
8.07,-106.70
7.90,-124.50
7.88,-126.20
7.88,-127.90
7.86,-129.50
7.85,-131.00
7.83,-132.40
7.67,-141.50
7.66,-142.20
7.65,-142.90
7.63,-143.50
7.61,-144.00
7.60,-144.50
7.47,-153.70
7.47,-154.20
7.47,-154.60
7.46,-154.90
7.44,-155.00
7.43,-155.00
7.15,-154.50
7.13,-154.50
7.10,-154.50
7.08,-154.60
7.07,-154.70
7.04,-154.80
6.82,-152.80
6.81,-152.10
6.78,-151.10
6.75,-149.90
6.74,-148.20
6.70,-146.20
6.50,-85.50
6.48,-79.30
6.48,-73.50
6.46,-68.00
6.43,-63.10
6.43,-57.90
6.32,-29.20
6.30,-28.80
6.28,-27.90
6.27,-26.20
6.26,-24.40
6.24,-22.00
6.01,29.30
5.98,35.20
5.96,41.30
5.95,47.60
5.94,53.90
5.92,60.40
5.79,141.70
5.78,147.50
5.78,153.60
5.77,159.90
5.76,166.20
5.71,236.60
5.72,239.70
5.72,242.50
5.72,244.80
5.72,246.70
5.72,248.10
5.82,277.30
5.83,277.50
5.82,277.40
5.82,277.00
5.83,276.40
5.86,272.00
5.87,271.80
5.87,271.50
5.86,270.90
5.86,270.10
5.86,268.90
5.86,222.50
5.86,216.80
5.84,211.00
5.84,205.20
5.85,199.50
5.85,193.80
5.84,118.80
5.84,112.70
5.83,106.70
5.83,100.70
5.82,94.80
5.82,88.70
5.72,24.90
5.72,21.90
5.72,19.30
5.70,17.20
5.70,15.60
5.70,14.40
5.61,-0.20
5.60,-0.60
5.59,-0.60
5.57,-0.30
5.56,0.20
5.56,0.90
5.44,4.40
5.42,4.30
5.41,4.10
5.40,4.00
5.38,3.90
5.38,3.90
5.29,11.70
5.28,13.10
5.27,14.50
5.25,16.10
5.24,17.60
5.23,19.10
5.05,29.10
5.03,29.50
5.02,30.00
4.99,30.80
4.99,31.70
4.86,52.50
4.84,53.50
4.82,54.30
4.80,54.90
4.78,55.40
4.76,55.50
4.48,45.30
4.46,44.30
4.44,43.20
4.43,42.20
4.41,41.20
4.38,40.10
4.16,29.00
4.14,28.30
4.11,27.80
4.10,27.40
4.07,27.10
4.05,26.80
3.76,18.90
3.72,18.80
3.70,18.80
3.67,18.80
3.64,18.90
3.61,18.90
3.23,14.00
3.19,12.70
3.14,11.10
3.11,9.40
3.07,7.40
3.05,5.30
2.72,-12.60
2.70,-12.50
2.67,-12.20
2.66,-11.90
2.63,-11.50
2.33,-10.40
2.29,-10.40
2.27,-10.40
2.23,-10.40
2.20,-10.40
2.18,-10.40
1.66,-10.10
1.61,-10.00
1.57,-9.90
1.54,-9.90
1.50,-9.90
1.46,-10.00
1.08,-17.10
1.05,-17.70
1.01,-18.30
0.98,-18.90
0.94,-19.30
0.91,-19.60
0.41,-18.70
0.37,-18.70
0.35,-18.70
0.32,-18.70
0.30,-18.70
0.25,-18.70
0.25,-18.70
0.25,-18.70
0.25,-18.70
0.25,-18.70
0.25,-18.70
0.01,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
0.00,-18.70
